;usuario;texto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9486;@jairbolsonaro;@stylesbullets @brunogagliasso @jairbolsonaro Queria saber aonde esses mesmos artistas que est„o com tanto ranÁo do Bolsonaro estavam no carnaval aonde j· se existia o coronavÌrus desde Dezembro, n„o vi ninguÈm se manifestando para n„o ter carnaval, para ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9487;@jairbolsonaro;@Jouberth19 @jairbolsonaro VAI L√Å PEGAR O CORONA SEU IDIOTA. QUERO VER SE ALGUMAS NOTAS DE REAIS V√O SALVAR TUA VIDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9488;@jairbolsonaro;@ygor_petro @brunogagliasso @jairbolsonaro AlÈm do mais sÛ queria saber aonde todos vocÍs estavam no carnaval quando j· existia o coronavÌrus desde dezembro, lutar para n„o ter carnaval ninguÈm quis, agora ficam falando um monte, apontar o dedo È muito f·;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9489;@jairbolsonaro;"@Ree_Lucci @ElisaChveidel @Bolsoneas @jairbolsonaro O Presidente foi o primeiro a falar sobre o corona, a mÌdia de retroescavadeira escondeu, o ""ditador"" tem lutado mais pela sua liberdade, do que a mÌdia que vocÍ acompanha.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9490;@jairbolsonaro;@Fernand03194637 @nandorbr @jairbolsonaro Mostre dados reais de algo q mate mais do que o coronavÌrus. Ficar defendendo alguÈm que na faz para auxiliar as vÌtimas e a populaÁ„o desempregada. Sabe o custo para ficar passeando de jet ski? So invÈs disso, re;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9491;@jairbolsonaro;Espero do fundo do coraÁ„o, que essas pessoas que vao tirar foto com o @jairbolsonaro , n„o contraia o CORONAVIRUS..;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acho absurdo o ser humano colocar sua vida em roleta russa... sÛ para ter uma foto.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ficar em casa eh difÌcil?""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9492;@jairbolsonaro;@jairbolsonaro @minsaude @TeichNelson AÁıes que nao valem de nada, pois a partir do momento que nÛs acabarmos a quarentena estaremos todos expostos novamente ao CORONAVIRUS, babaca!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9496;@jairbolsonaro;@g1 Na verdade isso È coisa do @jdoriajr . Vai quebrar o Estado.  Vai jogar a culpa no @jairbolsonaro e vai tentar se eleger presidente.  Mas o corona pega ele primeiro.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9497;@jairbolsonaro;@jairbolsonaro Pela quarentena ou pelo coronavÌrus?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9499;@jairbolsonaro;@jairbolsonaro Qual È o projeto nacional de combate ao coronavÌrus apresentado pelo governo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9500;@jairbolsonaro;@jairbolsonaro VAI TOMAR NO TEU CU, SEU ENERG⁄MENO DO CACETE!!!! Mais de 10.000 pessoas mortas e vocÍ andando de jet-ski, dizendo que o corona È sÛ uma gripezinha! Vergonha de ter um incompetente como vocÍ na presidÍncia!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9502;@jairbolsonaro;@OlhaOBode @1386Emers @gabriel_masters @Be_njami_n @sienabrodowski @jairbolsonaro Eles falam q dengue matou mais que o corona, quem mata mais o ·lcool liberado ou a maconha?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9503;@jairbolsonaro;@JhoneMarcosDaS1 @AraujoGisa @nandorbr @jairbolsonaro SÛ pela gripe normal morre 500 mil pessoas por ano(sÛ no Brasil), o corona nem atingiu esse n˙mero e j· est· declarando ele como doenÁa unica que consegue matar milhares de pessoas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9505;@jairbolsonaro;@EdsonVenncio2 Por isso que eles querem que o Presidente Bolsonaro faÁa, novamente, o teste para coronavÌrus. Dando positivo, afastam o Presidente, È isso? @jairbolsonaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9506;@jairbolsonaro;@nandorbr @jairbolsonaro Cara se o presidente parar para ficar chorando agora quem vais tomar conta dos problemas causados pelo corona e essa paralisaÁ„o, esse tipo de coisa deveria ser feito apÛs superarmos a crise, ainda estamos no meio dela, nem faz se;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9507;@jairbolsonaro;@jairbolsonaro coronavÌrus nunca te pedi nada, mais faÁa seu trabalho, direito!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9508;@jairbolsonaro;@jairbolsonaro O governador do Maranh„o t· certo. Governa um estado muito sensÌvel e pobre. Merece uma devia atenÁ„o no que diz respeito ao corona. Inflar a rede de sa˙de do estado sÛ pioraria a situaÁ„o.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9511;@jairbolsonaro;@isaabelaacampos @DrOliva4 @MaryahNina @Lidianespassos @jairbolsonaro MoÁa importa se a morte È corona ou outra coisa? Se as mortes se mantem em n˙meros prÛximos, n„o importa qual a raz„o da morte, morte È morte.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Agora sÈ o corona fosse t„o grave como vendem o numero de morte total iria no minimo dobrar; e isso n„o acontece;" ent„o shiu ü§´üòâ""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9512;@jairbolsonaro;@jairbolsonaro @BolsonaroSP Jet SKY pra comemorar 10.000 mortes . Devia estar reunido no ministÈrio da sa˙de , visitando hospitais , UTIs sem leitos e respiradouros , necrotÈrios, funer·rias e cemitÈrios sem conseguir atender os cad·veres dos mortos pelo ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9514;@jairbolsonaro;@Jouberth19 @jairbolsonaro Jet SKY pra comemorar 10.000 mortes . Devia estar reunido no ministÈrio da sa˙de , visitando hospitais , UTIs sem leitos e respiradouros , necrotÈrios, funer·rias e cemitÈrios sem conseguir atender os cad·veres dos mortos pelo c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9515;@jairbolsonaro;@jairbolsonaro Jet SKY pra comemorar 10.000 mortes . Devia estar reunido do ministÈrio da sa˙de , visitando hospitais , UTIs sem leitos e respiradouros , necrotÈrios, funer·rias e cemitÈrios sem conseguir atender os cad·veres dos mortos pelo coronavÌrus !;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9518;@jairbolsonaro;@jairbolsonaro filha da puta de merda cala boca pelo menos l· eles tem alguÈm pra governar diante da situaÁ„o do corona, diferente do q tu t· fazendo, necrosado https://t.co/pzAoJg6de8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9521;@jairbolsonaro;@OtoniDepFederal @Ancelmocom @jairbolsonaro @sergiodireita1 Saiam do twitter e aconselhem o presidente a baixar a PORTARIA NO SUS PRA HIDROX+AZAT+ZINCO EM EST¡ÅGIOS INICIAIS contra o corona ou vamos morrer em casa por culpa dos governadores. CARAMBA!!! N ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9522;@jairbolsonaro;@jairbolsonaro vai tomar no meio do seu cu velho asqueroso do caralho coronavÌrus È pouco o que desejo pro senhor e toda sua corja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9523;@jairbolsonaro;@jairbolsonaro N„o È hora de briga polÌtica, È hora de todo mundo se unir e agir pra enfrentar esse corona juntos. A situaÁ„o j· È complicada, ao invÈs de todo mundo se unir e se ajudar fica com essa briga chata de polÌtica ü§¶üèª‚Äç‚ôÄÔ∏è J· n„o tÙ agu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9539;@jairbolsonaro;@fabsmbsb @lilian_tahan @Metropoles @jairbolsonaro O cara tem vida como todos nÛs. A guerra È com o corona e n„o polÌtica vcs est„o entrando na pilha da imprensa marrom que nÛs infelizmente temos aqui.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9540;@jairbolsonaro;@Rodney_Cordeiro @jairbolsonaro @CGUonline @CarlosBolsonaro Bolsonaro erro dele foi n„o  toma medida sobre CORONAVIRUS agora  olha quantas pessoas est„o morrendo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9541;@jairbolsonaro;@IagoHen52255189 @matheuslguedes @jairbolsonaro N„o preciso mas tem gente que precisa. Sobre NY sÛ saberemos isso quando o Corona der uma diminuÌda, agora na Nova Zel‚ndia funcionou. Agora na Alemanha est„o voltando as atividades e o n˙mero de contagio j·;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9543;@jairbolsonaro;@jairbolsonaro Acm Neto e Rui Costa  trabalhando juntinhos contra o corona.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"D· vontade nÈ filho?""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9545;@jairbolsonaro;@RuyGTR @Bot_Corona_V @jairbolsonaro Ele È mÈdico? Enfermeiro? ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N„o; ele È o presidente! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Que est· de folga! ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Eai????""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9547;@jairbolsonaro;@IagoHen52255189 @matheuslguedes @jairbolsonaro Sei sim que o SUS È sempre desse jeito, agora se colocar mais os casos de corona algo que j· est· praticamente colapsado vai se tornar um amontoado de corpos, ou vocÍ acha que a economia est· acima das pesso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9549;@jairbolsonaro;@jairbolsonaro Cala sua boca pra falar do Maranh„o,seu incompetente. E n„o, n„o estamos vivendo uma situaÁ„o parecida com a da Venezuela, j· que l· a situaÁ„o perante ao coronavÌrus È bem melhor do que aqui, j· que temos vocÍ na presidÍncia que n„o colabo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9550;@jairbolsonaro;@hellbabysz @EuCaiao @fraudhunter3 @Bolsoneas @jairbolsonaro Shsuhsushsushsush exatamente, corona pfver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9551;@jairbolsonaro;@san_shinomiya S„o uns fan·ticos...como È que conseguem aturar a prepotÍncia desse @jairbolsonaro (Capit„o Corona)...ser· que È pelo histÛrico de atleta?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9556;@jairbolsonaro;@leolima40 @jairbolsonaro Corona + Bozo: Deus realmente se irritou com esse lance da gente ficar falando que ele era brasileiro...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9557;@jairbolsonaro;@jairbolsonaro Feliz dia das M„es para sua m„e, dos seus filhos e todas as m„es que perderam seus filhos por causa do coronavÌrus!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9562;@jairbolsonaro;@pbocorrea @jairbolsonaro Que tal homenagear privadamente, ent„o (um telefonema, uma mensagem de vÌdeo...) Ah, n„o! Privacidade sÛ serve pra se negar a mostrar exame de corona kkkk #ForaBolsonaro #cadeoexame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9566;@jairbolsonaro;E aeh @brunocovas @jdoriajr  @jairbolsonaro  #Bolsonaro usa paraisopolis com apoio mÈdico no CORONAVIRUS conta o Doria e faz propaganda disto @CarlosBolsonaro @BolsonaroSP https://t.co/BkH7yiqNYi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9568;@jairbolsonaro;@jairbolsonaro VÍ se n„o vai passar corona pra coitada #ForaBolsonaro #cadeoexame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9571;@jairbolsonaro;@jairbolsonaro presenteia ela com corona seu pau no cu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9574;@jairbolsonaro;@OlhaOBode @Guigogamer1 @jairbolsonaro Vai para Cuba lulete! L· n„o tem coronavÌrus kkkk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9575;@jairbolsonaro;"@deilsonsilva71 @yurimarcos2009 @passinhos_ @jairbolsonaro vocÍ est· diminuindo o que ele passou com base em que ele deveria ""estar apoiando para ter dinheiro para comprar o que comer"".Reconhecendo a gravidade do corona,percebe-se que tem que ficar em cas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9579;@jairbolsonaro;@ninalemos Uai: paÌs genocida ‚ùì Por que n„o reclamar com os comunistas chineses irrespons·veis que espalhou o CORONAVÕRUS por todo planeta, daqui a pouco vai dizer que a culpa È do @jairbolsonaro kkkk https://t.co/ioIcPHRJlD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9580;@jairbolsonaro;@jairbolsonaro Vai se fuder seu fdp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Queria ver se fosse alguem da sua familia que pegasse corona se vc ia se preocupar tanto com o desemprego;" seu pau no cu""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9581;@jairbolsonaro;@jairbolsonaro CrianÁa por que tu n„o pega teu jet ski, e vai dar uma volta? E deixa para os adultos tentar resolver o problema do Corona? Ou faz um churrasquinho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9583;@jairbolsonaro;@bahiadedireita @AlexAleluia @odiodobeem @jairbolsonaro Campanha do Esporte clube bahia contra o CORONAVIRUS https://t.co/1SeyWzQRuN via @YouTube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9584;@jairbolsonaro;@AlexAleluia @jairbolsonaro Campanha do Esporte clube bahia contra o CORONAVIRUS https://t.co/1SeyWzQRuN via @YouTubeCampanha do Esporte clube bahia contra o CORONAVIRUS https://t.co/1SeyWzQRuN via @YouTube;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9586;@jairbolsonaro;@jairbolsonaro J· mostrou o c˙ pro mundo, e cadÍ o exame do coronavÌrus ? https://t.co/wfqhDSnlMP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9588;@jairbolsonaro;@jairbolsonaro Vai pros EUA pegar Corona l·;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9589;@jairbolsonaro;@jairbolsonaro Cuidado com o corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9593;@jairbolsonaro;@ai_fuca @FABRICIOBASS3 @JapaDoB0ls0 @jairbolsonaro vcs n„o v„o estar fechados com o Bolsonaro atÈ 2026 se todo mundo morrer de coronavÌrus por incompetÍncia do mesmo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9595;@jairbolsonaro;@_oianiram @jairbolsonaro tem de ser muito idiota pra acreditar que a Venezuela revelaria os n˙meros reais de mortos com coronavÌrus, ainda mais que seriam apenas 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9597;@jairbolsonaro;@jairbolsonaro Cara, o corona devia ter te matad0. Tomara que ele faÁa um comeback;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9598;@jairbolsonaro;@jairbolsonaro O n˙mero de vÌtimas pelo coronavÌrus tbm! Ah! Tu prefere amdar de jetsky do que pensar nos desempregos e nas mortes ne!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9604;@jairbolsonaro;@jairbolsonaro viver na venezuela È uma bosta de governo igual ao seu. churrasqueiro do caos, jet ski dos infernos. sem coraÁ„o . domingo s·bado tava no corona fest celebrando o q?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"10.660 e nem uma reaÁ„o humana!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9605;@jairbolsonaro;@jairbolsonaro Seu cretino,  o povo ta passando fome, pq essa merda de aux. EmergÍncial n„o sai, seu miser·vel de forma maior, mas vc vai pagar por tudo isso, o corona vai te pegare fazer vc implorar pra morrer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9610;@jairbolsonaro;@VSocolovski @rafalcoolizado @jairbolsonaro ta defendendo a beleza do presidente ag?  iria dizer pra vc ir pra a missa, mas ai a senhora correria risco de pegar corona e foder meio mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9611;@jairbolsonaro;@jairbolsonaro Pior que a pandemia do corona È essa pandemia de tirania. Se o povo dos estados n„o despertar o quanto antes, a tendÍncia È sÛ piorar. Radicalismo pro alcance de qqr bem comum nunca deve ser aceito!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9612;@jairbolsonaro;@jairbolsonaro eu como maranhense e empreendedora prefiro ficar em casa do pegar coronavÌrus e trazer a morte para meu lar!!!! VocÍ È um doente genocida https://t.co/B5mEyPWECO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9613;@jairbolsonaro;Senhor @jairbolsonaro a Venezuela n„o È uma boa comparaÁ„o para o senhor fazer. Eles t„o dando show de combate ao coronavÌrus. Eles n„o querem È chegar ao ponto que o Brasil chegou. E n„o È devido a governos estaduais n„o.  Eu falo ou vocÍs falam? https://t.co/knXX6ynevq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9618;@jairbolsonaro;@CONCURSEIROSDOR @nandorbr @jairbolsonaro Livre È o corona e tomara que te atinja!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9623;@jairbolsonaro;@jairbolsonaro N„o sei como acham que n„o precisamos de uma IntervenÁ„o principalmente nesses Estados, È triste ver como O POVO est· sendo tratado, nem na Època dos Militares passamos por isso... Deus tenha pena do seu Povo... A PolÌtica Esquerdista est· ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9625;@jairbolsonaro;"@jairbolsonaro Claro pq todos os paÌses q adotaram a quarentena estao passando por momentos d  ditadura. Sobrevivencia do mais forte entao. Niiiinguem ta morrendo pelo virus, isso tira as consequencia do ""morrer d fome""e esse nao diminui a gravidade do ""m";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Se morreu 1 ta tranquilo""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9626;@jairbolsonaro;@jairbolsonaro E daÌ? E o DÛlar? E o Corona? Vai trabalhar! Seu merda!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9628;@jairbolsonaro;Assim, pacientes que n„o est„o com Corona mas que precisem de UTI poderiam ser deslocados a cidades que tenham leitos. Ontem o prefeito de Ribeir„o Preto sugeriu algo parecido com isso @TeichNelson @jairbolsonaro @duarte_nogueira @prefeituraRP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9629;@jairbolsonaro;"@jairbolsonaro ""70% da populaÁ„o vai pegar o coronavÌrus"" = 70% x 210 milhıes = 147 milhıes. 5% v„o desenvolver a Covid19 = 7.350.000. Quando comprares, pelo menos, 1 milh„o de respiradores pro SUS a gente volta a trabalhar, TAOKAY?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9630;@jairbolsonaro;@GuilhermeKobay4 @CONCURSEIROSDOR @nandorbr @jairbolsonaro Verdade irm„o mudou minha opini„o ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O presidente est· certÌssimo ao postar vÌdeos andando de jet ski; falando que vai fazer churrasco...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E nenhum vÌdeo sobre as morte por corona;" 0 empatia falando """"e daÌ?"""" pra 700 mortos por dia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Viva o mito vou chupar o saco dele agora tambÈm""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9633;@jairbolsonaro;@jairbolsonaro Eu n„o acredito nessas 10 vidas perdidas pelo corona. Tem muita enganaÁ„o rolando por aÌ. Um dia a verdade vir· a tona, como j· est· ocorrendo na It·lia. ParabÈns Presidente por enfrentar horrores para n„o deixar o Brasil cair em desgraÁa t;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9634;@jairbolsonaro;@jairbolsonaro t· bom capit„o corona, para de ficar postando bosta e comeÁa a fazer alguma coisa pra ajudar Ù seu vÈio arrombado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9636;@jairbolsonaro;@Viniciu51457949 @caiocopolla @CliaReg05084867 @jairbolsonaro N„o acabou. Foi interrompido pelo Corona, vai continuar mais forte e mais poderoso. Aguarde!!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9637;@jairbolsonaro;@jairbolsonaro e o que vc t· fazendo pro povo n„o morrer de fome nem de corona? indo dar voltinha de jet ski?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9639;@jairbolsonaro;@botcacac @lericardolima @jairbolsonaro 3 mil mortos meu amigo, 3 mil mortos, onde tu acha que eles est„o lidando bem com o coronavÌrus? Plmds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9640;@jairbolsonaro;@efsobrinho @marciomp50 @jairbolsonaro Eu tbm n tenho politico de estimaÁ„o, sou ex-militar, sou carcereiro sÛ estou indo trabalhar pq meu trabalho È necess·rio, se n fosse ficaria em casa para n pegar coronavÌrus o senhor devia fazer o msm, ate pq esta n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9641;@jairbolsonaro;@lelemagal @frednomundo @jairbolsonaro Tomou cloroquina e uma caralhada de outros medicamentos, essa que j· foi provada por estudos que n„o tem efic·cia contra o coronavÌrus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9646;@jairbolsonaro;@_oianiram @jairbolsonaro 1/6 DA PopulaÁ„o da venezuela foi embora por conta do maduro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
os caras n„o tem nem dinheiro pra fazer teste ; ent„o se nego morrer de corona tu n„o vai saber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aqui no brasil que tem dinheiro N√O tem teste ;" imagina l· q o dinheiro n vale nada e n da pra comprar nada??""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9647;@jairbolsonaro;@jairbolsonaro E o que o poder que tem poder para impedir isso est· fazendo? AI5 urgente  se n„o for assim vamos virar uma Venezuela como quer Gleisi. Lula. Daria e outros. A Gleisi j·  tinha avisado que a vez do Brasil  iria chegar sÛ que a fdp teve uma ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9648;@jairbolsonaro;@ZitoMaia1 @jairbolsonaro N„o usam esses medicamentos pq j· foi provado por estudos que n„o tem nenhuma efic·cia contra o coronavÌrus e talvez n„o tenha na farm·cia, n„o pra foi tirado de circulaÁ„o pelo ministro, mas sim pq gente ignorante comeÁou a esto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9652;@jairbolsonaro;@jairbolsonaro Propaganda È a verdade sobre o coronavÌrus??? SÈrio q È isso mesmo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quais as aÁıes est· tomando e vai tomar para conter a pandemia do paÌs? isso que quero saber.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quais as aÁıes que est· tomando e vai tomar para n„o ter um colapso na economia ?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"10k de mortes sua responsabilidade!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9654;@jairbolsonaro;@Rmulo51374438 @saritacoelho @jairbolsonaro N„o mano ,s„o muito mais que isso ...existem dengue ,c‚ncer,assassinato ,sarampo ,infarto....tudo entra como covid19. ..tudo e contabilizado como corona .quanto mais morte um estado tem mais dinheiro gov e prefe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9656;@jairbolsonaro;@jairbolsonaro Esse homem n serve nem pra ser humano q dir· para presidente. Todo dia inventando uma historinha para desviar do CORONAVIRUS! O senhor È um debochado e ficar· na histÛria como um genocida que n se importou com a vida do seu povo!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9662;@jairbolsonaro;Seria t„o bom se @jairbolsonaro morresse de coronavÌrus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9663;@jairbolsonaro;@jairbolsonaro ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
